Authors,Title,Journal,Year,PMID,Computational Prediction,High-throughput data integration,Prediction Application,Consistent with experiments,Organism,Location,Great papers,Short Description,UT,Total Citations
"Yang, Hong; Roth, Charles M.; Ierapetritou, Marianthi G.",A Rational Design Approach For Amino Acid Supplementation In Hepatocyte Culture,Biotechnology And Bioengineering,2009,19422042,"Flux Phenotype, ExpDes",,Basic Science,"Legacy data, Prospective experimental validation",Human [cultured hepatocyte],"Rutgers University, Piscataway, New Jerysey",,Design optimal amino acid media composition; experimentally verified,264126600011,7
"Kim, Tae Yong; Kim, Hyun Uk; Song, Hyohak; Lee, Sang Yup",In Silico Analysis Of The Effects Of H-2 And Co2 On The Metabolism Of A Capnophilic Bacterium Mannheimia Succiniciproducens,Journal Of Biotechnology,2009,19539674,Flux Phenotype,,Met Eng,,Mannheimia succiniciproducens,"KAIST, Daejeon, Korea",,"Robustness analysis of hydrogen, CO2, and glucose for growth and succinic acid production; H2 and Co2 uptake are directly related",268264300013,6
"Veeramani, Balaji; Bader, Joel S.","Metabolic Flux Correlations, Genetic Interactions, And Disease",Journal Of Computational Biology,2009,19193147,"Flux Phenotype, Essentiality (Global)",,Biomed,Legacy data,Saccharomyces cerevisiae,"Johns Hopkins University, Baltimore, Maryland",,Flux correlations are good predictor of pairwise mutations that lead to cell death in yeast and Mendelian phenotypes,272861600004,6
"Kim, Dong-Hee; Motter, Adilson E.",Slave Nodes And The Controllability Of Metabolic Networks,New Journal Of Physics,2009,,"Flux Phenotype, Synthetic Biology, ExpDes",,Met Eng,,Escherichia coli,"Northwestern University, Evanston, Illinois",,Sensitivity analysis across all reactiosn show some individual reactions can control cellularl growth; could be potential areas to monitor,263057400014,5
"Kieldsen, Kjeld Raunkjaer; Nielsen, Jens",In Silico Genome-Scale Reconstruction And Validation Of The Corynebacterium Glutamicum Metabolic Network,Biotechnology And Bioengineering,2009,18985611,Flux Phenotype,,Met Eng,Legacy data,Corynebacterium glutamicum,"Technical University of Denmark, Lyngby, Denmark",,Built recon; determined flux capabilites; similar to experiments,272153100007,5
"Gonzalez, Orland; Gronau, Susanne; Pfeiffer, Friedhelm; Mendoza, Eduardo; Zimmer, Ralf; Oesterhelt, Dieter",Systems Analysis Of Bioenergetics And Growth Of The Extreme Halophile Halobacterium Salinarum,Plos Computational Biology,2009,,Flux Phenotype,,Basic Science,,Halobacterium salinarum,"Max Planck Institute of Biochemistry, Martinsried, Germany",,"Use dFBA to study uptakes and fermentation in H. salinarum; cell degrades essential amino acids, even during phototropy",262540300024,3
"Hoffmann, Sabrina; Holzhuetter, Hermann-Georg",Uncovering Metabolic Objectives Pursued By Changes Of Enzyme Levels,Challenges Of Systems Biology: Community Efforts To Harness Biological Complexity,2009,19348632,"Flux Phenotype, Pathway Analaysis",,Basic Science,Legacy data,Human [rbc],"Charite Universitatsmedizin Berlin, Berlin, Gemany",,Use flux minimization to better correlate differential changes in metabolism,266214200001,2
"Verouden, Maikel P. H.; Notebaart, Richard A.; Westerhuis, Johan A.; van der Werf, Mariet J.; Teusink, Bas; Smilde, Age K.",Multi-Way Analysis Of Flux Distributions Across Multiple Conditions,Journal Of Chemometrics,2009,,"Flux Phenotype, Systemscale Property",,Basic Science,,Lactococcus lactis,"University of Amsterdam, Amsterdam, Netherlands",,Use correlations of fluxes across multiple conditions to find variant/invariant depndencies,265650800006,2
"Hogiri, Tomoharu; Furusawa, Chikara; Shinfuku, Yohei; Ono, Naoaki; Shimizu, Hiroshi",Analysis Of Metabolic Network Based On Conservation Of Molecular Structure,Biosystems,2009,18834921,"Systemscale Property, Metabolite Phenotype",,Basic Science,,Escherichia coli,"Osaka University, Osaka, Japan",,Develop structure conservation index which is the fraction of metabolite atoms restored to original positions after reactions; look at systemic properties with reconstructed network; flux is negatively correlated with SCI,269365200011,1
"Jerby, Livnat; Shlomi, Tomer; Ruppin, Eytan",Computational Reconstruction Of Tissue-Specific Metabolic Models: Application To Human Liver Metabolism,Molecular Systems Biology,2010,20823844,Flux Phenotype,"Transcriptomics, Proteomics, Metabolomics","Biomed, Basic Science",Legacy data,Human [liver],"Tel Aviv University, Tel Aviv, Israel",x,Model building algorithm for liver; flux and biomarker predictiosn much better than recon1,2.63937E+11,49
"Dal'Molin, Cristiana Gomes de Oliveira; Quek, Lake-Ee; Palfreyman, Robin William; Brumbley, Stevens Michael; Nielsen, Lars Keld","Aragem, A Genome-Scale Reconstruction Of The Primary Metabolic Network In Arabidopsis",Plant Physiology,2010,,Flux Phenotype,,Basic Science,Legacy data,Arabidopsis thaliana,"University of Queensland, Brisbane, Queensland, Australia",,Built recon; determined metabolic capabilities; predicted use of photorespitary fluxes,2.82766E+11,42
"He, Xionglei; Qian, Wenfeng; Wang, Zhi; Li, Ying; Zhang, Jianzhi",Prevalent Positive Epistasis In Escherichia Coli And Saccharomyces Cerevisiae Metabolic Networks,Nature Genetics,2010,20101242,"Essentiality (Global), TRN/PPI/ Genetic Int",,Basic Science,"Legacy data, Prospective experimental validation","Multiple (Escherichia coli, Saccharomyces cerevisiae)","University of Michigan, Ann Arbor, Michigan",x,FBA of epistatic interactions; negative epistasis occurs mainly in nonessential reactions with overlapping functions; positive epistasis usually involves essential reaction and occurs in reactions w/o overlapping functions; 61 pairs in yeast experimentally verified,2.74247E+11,38
"Xiong, Wei; Gao, Chunfang; Yan, Dong; Wu, Chao; Wu, Qingyu",Double Co2 Fixation In Photosynthesis-Fermentation Model Enhances Algal Lipid Synthesis For Biodiesel Production,Bioresource Technology,2010,19963369,"Biological Discovery, Pathway Analaysis",,Met Eng,"Legacy data, Prospective experimental validation",Chlorella protothecoides,"Tsinghua University, Beijing, China",,Use EFMs to determine Rubisco is important for CO2 re-fixation; experimentally verified,274912400020,36
"Bar-Even, Arren; Noor, Elad; Lewis, Nathan E.; Milo, Ron",Design And Analysis Of Synthetic Carbon Fixation Pathways,Proceedings Of The National Academy Of Sciences Of The United States Of America,2010,20410460,"Other Phenotype, Synthetic Biology",,Basic Science,,Multiple (all KEGG photosynthetic organisms),"Weizmann Institute of Science, Rehovot, Israel",,"Determine potential synthetic carbon fixation pathways using pathway techniques, kinetics, energetics; best synthetic is 2-3 times faster than Calvin-Benson cycle",,32
"Ranganathan, Sridhar; Suthers, Patrick F.; Maranas, Costas D.",Optforce: An Optimization Procedure For Identifying All Genetic Manipulations Leading To Targeted Overproductions,Plos Computational Biology,2010,,ExpDes,,Met Eng,Legacy data,Escherichia coli,"Pennsylvania State University, University Park, Pennsylvania",,Determines a set of fluxes that must change (up/down/remove) to meet a pre-specified target; used for succinate production in E.coli; recapitulates existing strategies and reveals non-intuitive ones,277591200071,32
"Gille, Christoph; Boelling, Christian; Hoppe, Andreas; Bulik, Sascha; Hoffmann, Sabrina; Huebner, Katrin; Karlstaedt, Anja; Ganeshan, Ramanan; Koenig, Matthias; Rother, Kristian; Weidlich, Michael; Behre, Joern; Holzhuetter, Herrmann-Georg",Hepatonet1: A Comprehensive Metabolic Reconstruction Of The Human Hepatocyte For The Analysis Of Liver Physiology,Molecular Systems Biology,2010,20823849,"Flux Phenotype, KO (Targeted), ExpDes",,"Biomed, Basic Science",Legacy data,Human [hepatocyte],"Charite Universitatsmedizin Berlin, Berlin, Gemany",,"Built liver recon manually; calculate metabolic capabilities; minimal ""media""; look at enzymopathies",278125300020,30
"Kim, Joonhoon; Reed, Jennifer L.",Optorf: Optimal Metabolic And Regulatory Perturbations For Metabolic Engineering Of Microbial Strains,Bmc Systems Biology,2010,20426856,"KO (Targeted), TRN/PPI/ Genetic Int",,Met Eng,,Escherichia coli,"University of Wisconsin, Madison, Wisconsin",,"OptORF, updated OptKnock strategy that looks at genes directly and transcriptional regulation for deletions and upregulations; show old OptKnock are incorrect and propose new strategies for ethanol and higher alcohols",282766200003,30
"Lewis, Nathan E.; Hixson, Kim K.; Conrad, Tom M.; Lerman, Joshua A.; Charusanti, Pep; Polpitiya, Ashoka D.; Adkins, Joshua N.; Schramm, Gunnar; Purvine, Samuel O.; Lopez-Ferrer, Daniel; Weitz, Karl K.; Eils, Roland; Koenig, Rainer; Smith, Richard D.; Palsson, Bernhard O.",Omic Data From Evolved E-Coli Are Consistent With Computed Optimal Growth From Genome-Scale Models,Molecular Systems Biology,2010,20664636,"Flux Phenotype, Systemscale Property","Transcriptomics, Proteomics",Basic Science,"Legacy data, Prospective experimental validation",Escherichia coli,"University of California San Diego, La Jolla, California",x,Utilized reactions in FBA solutions are 98% accurate with trans/prot data of evolved straions,278257700002,29
"Bordbar, Aarash; Lewis, Nathan E.; Schellenberger, Jan; Palsson, Bernhard O.; Jamshidi, Neema",Insight Into Human Alveolar Macrophage And M. Tuberculosis Interactions Via Metabolic Reconstructions,Molecular Systems Biology,2010,20959820,"Flux Phenotype, Essentiality (Global)",Transcriptomics,"Inf Dis, Biomed",Legacy data,"Multicellular (Human [alveolar macrophage], Mycobacterium tuberculosis)","University of California San Diego, La Jolla, California",,"Build host-pathogen model for Mtb; predict metabolic capabilities, gene essentiality; determine infection specific metabolic characteristics based on expression data",,28
"Feist, Adam M.; Zielinski, Daniel C.; Orth, Jeffrey D.; Schellenberger, Jan; Herrgard, Markus J.; Palsson, Bernhard O.",Model-Driven Evaluation Of The Production Potential For Growth-Coupled Products Of Escherichia Coli,Metabolic Engineering,2010,19840862,"KO (Targeted), ExpDes",,Met Eng,,Escherichia coli,"University of California San Diego, La Jolla, California",,Predict growth coupled strain designs for different products and starting carbon sources,,28
"Chandrasekaran, Sriram; Price, Nathan D.",Probabilistic Integrative Modeling Of Genome-Scale Metabolic And Regulatory Networks In Escherichia Coli And Mycobacterium Tuberculosis,Proceedings Of The National Academy Of Sciences Of The United States Of America,2010,20876091,"Flux Phenotype, Essentiality (Global), TRN/PPI/ Genetic Int, Biological Discovery",,Basic Science,Legacy data,"Multiple (Escherichia coli, Mycobacterium tuberculosis)","University of Illinois at Urbana-Champaign, Urbana, Illinois",x,Incorporate Bayesian TRN for E. coli and Mtb; identify KO phenotypes and growth rates; used for functional annotation as well,,28
"Shen, Y.; Liu, J.; Estiu, G.; Isin, B.; Ahn, Y-Y.; Lee, D-S.; Barabasi, A-L.; Kapatral, V.; Wiest, O.; Oltvai, Z. N.",Blueprint For Antimicrobial Hit Discovery Targeting Metabolic Networks,Proceedings Of The National Academy Of Sciences Of The United States Of America,2010,20080587,Essentiality (Global),,Inf Dis,"Legacy data, Prospective experimental validation","Multiple (Escherichia coli, Staphylococcus aureus)","University of Notre Dame, Notre Dame, Indiana",x,Antimicrobial workflow with first step being KOs using genome scale reconstructions; experimentally validated,,28
"Chang, Roger L; Xie, Li; Xie, Lei; Bourne, Philip E; Palsson, Bernhard O",Drug Off-Target Effects Predicted Using Structural Analysis In The Context Of A Metabolic Network Model.,Plos Computational Biology,2010,20957118,"Flux Phenotype, KO (Targeted), Other Phenotype, Systemscale Property",Transcriptomics,Biomed,,Human,"University of California San Diego, La Jolla, California",x,Built kidney model; use structures w/reconstruction for off target drug predictions; can determine genetic risk factors,273934100026,28
"Jung, Yu Kyung; Kim, Tae Yong; Park, Si Jae; Lee, Sang Yup",Metabolic Engineering Of Escherichia Coli For The Production Of Polylactic Acid And Its Copolymers,Biotechnology And Bioengineering,2010,19937727,KO (Targeted),,Met Eng,"Legacy data, Prospective experimental validation",Escherichia coli,"KAIST, Daejeon, Korea",,Use gene essentiality predictions to increase polylactic acid production; experimentally verified,,27
"Lewis, Nathan E.; Schramm, Gunnar; Bordbar, Aarash; Schellenberger, Jan; Andersen, Michael P.; Cheng, Jeffrey K.; Patel, Nilam; Yee, Alex; Lewis, Randall A.; Eils, Roland; Koenig, Rainer; Palsson, Bernhard O.",Large-Scale In Silico Modeling Of Metabolic Interactions Between Cell Types In The Human Brain,Nature Biotechnology,2010,21102456,"Flux Phenotype, Other Phenotype, Systemscale Property","Transcriptomics, Proteomics",Biomed,Legacy data,Human,"University of California San Diego, La Jolla, California",x,Built multiple cell astrocyte/neuron; predict flux activities including differential effects of disease on different cell types and regions,,26
"Knoop, Henning; Zilliges, Yvonne; Lockau, Wolfgang; Steuer, Ralf",The Metabolic Network Of Synechocystis Sp. Pcc 6803: Systemic Properties Of Autotrophic Growth,Plant Physiology,2010,20616194,"Flux Phenotype, Essentiality (Global)",,Basic Science,Legacy data,Synechocystis sp PCC 6803,"Humboldt-University, Berlin, Germany",,Built recon; determine metabolic capabilities; gene essentiality; find photorespiration is beneficial for optimal growth rates,,23
"Wintermute, Edwin H.; Silver, Pamela A.",Emergent Cooperation In Microbial Metabolism,Molecular Systems Biology,2010,20823845,Systemscale Property,,Basic Science,"Legacy data, Prospective experimental validation",Escherichia coli,"Harvard Medical School, Boston, Massachusetts",,Determine metabolites that Ecoli microbial community of auxotrophic mutants complement each other thus expanding source of their own essential metabolites; use metabolic network to determine features of the data,281570000033,21
"Nagrath, Deepak; Avila-Elchiver, Marco; Berthiaume, Francois; Tilles, Arno W.; Messac, Achille; Yarmush, Martin L.",Soft Constraints-Based Multiobjective Framework For Flux Balance Analysis,Metabolic Engineering,2010,20553945,Objective Function,,"Biomed, Basic Science",,Human [liver],"Rice University, Houston, Texas",,"Pareto multiobjective formulation; used for determining OF for hepatocyte (NADPH, albumin, urea, glutathione)",282766200006,20
"Pinchuk, Grigoriy E.; Hill, Eric A.; Geydebrekht, Oleg V.; De Ingeniis, Jessica; Zhang, Xiaolin; Osterman, Andrei; Scott, James H.; Reed, Samantha B.; Romine, Margaret F.; Konopka, Allan E.; Beliaev, Alexander S.; Fredrickson, Jim K.; Reed, Jennifer L.",Constraint-Based Model Of Shewanella Oneidensis Mr-1 Metabolism: A Tool For Data Analysis And Hypothesis Generation,Plos Computational Biology,2010,,Flux Phenotype,,Basic Science,"Legacy data, Prospective experimental validation",Shewanella oneidensis MR-1,"Pacific Northwest National Laboratory, Richland, Washington",,"Built recon; determine metabolic capabilities; compared to experimental, use less efficient enzymes to couple ETC to proton motive force",281074900003,19
"Dal'Molin, Cristiana Gomes de Oliveira; Quek, Lake-Ee; Palfreyman, Robin William; Brumbley, Stevens Michael; Nielsen, Lars Keld","C4Gem, A Genome-Scale Metabolic Model To Study C-4 Plant Metabolism",Plant Physiology,2010,20974891,Flux Phenotype,,Basic Science,Legacy data,C4 plants,"University of Queensland, Brisbane, Queensland, Australia",,Built recon; calculated metabolic capabilities,279341000028,19
"Montagud, Arnau; Navarro, Emilio; Fernandez de Cordoba, Pedro; Urchueguia, Javier F.; Patil, Kiran Raosaheb",Reconstruction And Analysis Of Genome-Scale Metabolic Model Of A Photosynthetic Bacterium,Bmc Systems Biology,2010,21083885,"Flux Phenotype, Essentiality (Global), KO (Targeted), Metabolite Phenotype",Transcriptomics,Met Eng,,Synechocystis sp PCC 6803,"Universidad Politécnica de Valencia, Valencia, Spain",,"Built recon; determine metabolic capabilities, gene KO for enhanced succinate and H2 production; gene essentiality analysis; reporter metabolites for light-shifting growth regimes",284834000023,18
"Plata, German; Hsiao, Tzu-Lin; Olszewski, Kellen L.; Llinas, Manuel; Vitkup, Dennis",Reconstruction And Flux-Balance Analysis Of The Plasmodium Falciparum Metabolic Network,Molecular Systems Biology,2010,20823846,"Essentiality (Global), Metabolite Phenotype",,Inf Dis,"Legacy data, Prospective experimental validation",Plasmodium falciparum,"Columbia University, New York, New York",x,"Built recon; gene essentiality; integrating expression, qualitatively predicts changes in external metabolites; tested one small molecule inhibitor",285600800001,18
"Zelezniak, Aleksej; Pers, Tune H.; Soares, Simao; Patti, Mary Elizabeth; Patil, Kiran Raosaheb",Metabolic Network Topology Reveals Transcriptional Regulatory Signatures Of Type 2 Diabetes,Plos Computational Biology,2010,,Metabolite Phenotype,Transcriptomics,Biomed,,Human,"Technical University of Denmark, Lyngby, Denmark",,Integrate type 2 diabetes expression data from muscle for reporter metabolites for novel biomarker candidates,282766200002,18
"Dobson, Paul D.; Smallbone, Kieran; Jameson, Daniel; Simeonidis, Evangelos; Lanthaler, Karin; Pir, Pinar; Lu, Chuan; Swainston, Neil; Dunn, Warwick B.; Fisher, Paul; Hull, Duncan; Brown, Marie; Oshota, Olusegun; Stanford, Natalie J.; Kell, Douglas B.; King, Ross D.; Oliver, Stephen G.; Stevens, Robert D.; Mendes, Pedro",Further Developments Towards A Genome-Scale Metabolic Model Of Yeast,Bmc Systems Biology,2010,21029416,Essentiality (Global),,Basic Science,Legacy data,Saccharomyces cerevisiae,"University of Manchester, Manchester, UK",,Expand yeast model for lipid metabolism;  gene essentiality analysis,278125300006,18
"Chung, Bevan K. S.; Selvarasu, Suresh; Andrea, Camattari; Ryu, Jimyoung; Lee, Hyeokweon; Ahn, Jungoh; Lee, Hongweon; Lee, Dong-Yup",Genome-Scale Metabolic Reconstruction And In Silico Analysis Of Methylotrophic Yeast Pichia Pastoris For Strain Improvement,Microbial Cell Factories,2010,20594333,"Flux Phenotype, ExpDes",,Met Eng,"Legacy data, Prospective experimental validation",Pichia pastoris,"National University of Singapore, Singapore",,Built recon; determined growth rate on different carbon sources revealing good media nutrients,284464100001,16
"Fang, Xin; Wallqvist, Anders; Reifman, Jaques",Development And Analysis Of An In Vivo-Compatible Metabolic Network Of Mycobacterium Tuberculosis,Bmc Systems Biology,2010,21092312,"Flux Phenotype, Essentiality (Global)",,Inf Dis,,Mycobacterium tuberculosis,"US Army Medical Research and Materiel Command, Ft Detrick, Maryland",,Uptake exchanges and Mtb model to better represent in vivo and essentiality; predict double KOs; determine  fluxes,280174500001,16
"Klitgord, Niels; Segre, Daniel",Environments That Induce Synthetic Microbial Ecosystems,Plos Computational Biology,2010,,"Other Phenotype, Systemscale Property, ExpDes",,Basic Science,,Multiple,"Boston University, Boston, Massachusetts",x,Determine media for microbial communitise that induce commensalism/mutualism; analysis suggest symbiotic interactions may arise more readily from environmental fluctuation than genetic modification,285479700001,16
"Roberts, Seth B.; Gowen, Christopher M.; Brooks, J. Paul; Fong, Stephen S.",Genome-Scale Metabolic Analysis Of Clostridium Thermocellum For Bioethanol Production,Bmc Systems Biology,2010,20307315,"Flux Phenotype, Essentiality (Global), Biological Discovery",,Met Eng,Legacy data,Clostridium thermocellum,"Virginia Commonwealth University, Richmond, Virginia",,Built recon; metabolic fluxes calculated; possible new annotations during recon process; gene essentiality,284585400015,16
"Kim, Tae Yong; Kim, Hyun Uk; Lee, Sang Yup",Metabolite-Centric Approaches For The Discovery Of Antibacterials Using Genome-Scale Metabolic Networks,Metabolic Engineering,2010,19481614,Metabolite Phenotype,,Inf Dis,Legacy data,"Multiple (Escherichia coli, Helicobacter pylori, Mycobacterium tuberculosis, Staphylococcus aureus)","KAIST, Daejeon, Korea",,"Use metabolite essentiality to determine drug targets for Ecoli, Mtuberculosis, Hpylori, and Saureus",276458400001,15
"Chemler, Joseph A.; Fowler, Zachary L.; McHugh, Kyle P.; Koffas, Mattheos A. G.",Improving Nadph Availability For Natural Product Biosynthesis In Escherichia Coli By Metabolic Engineering,Metabolic Engineering,2010,19628048,KO (Targeted),,Met Eng,"Legacy data, Prospective experimental validation",Escherichia coli,"University at Buffalo, Buffalo, NY ",,Tested KOs to increase NADPH availability ofr production of two polyphenols; experimentally validated a triple KO strain,274860200003,14
"Meadows, Adam L.; Karnik, Rahi; Lam, Harry; Forestell, Sean; Snedecor, Brad",Application Of Dynamic Flux Balance Analysis To An Industrial Escherichia Coli Fermentation,Metabolic Engineering,2010,19646545,Flux Phenotype,,Met Eng,"Legacy data, Prospective experimental validation",Escherichia coli,"Genentech, San Francisco, California",,"dFBA for large scale E. coli reactor; in accordance for acetate/glucose consumption; minimal media, and phosphate depleted media; also accurate in describing perturbations",274860200002,14
"Kim, Hyun Uk; Kim, Tae Yong; Lee, Sang Yup",Genome-Scale Metabolic Network Analysis And Drug Targeting Of Multi-Drug Resistant Pathogen Acinetobacter Baumannii Aye,Molecular Biosystems,2010,20094653,"Essentiality (Global), Metabolite Phenotype",,Inf Dis,,Acinetobacter baumannii ,"KAIST, Daejeon, Korea",,Built recon; determine gene and metabolite essentiality; metabolites used for predicting drug targets,274860200008,14
"Choi, Hyung Seok; Lee, Sang Yup; Kim, Tae Yong; Woo, Han Min",In Silico Identification Of Gene Amplification Targets For Improvement Of Lycopene Production,Applied And Environmental Microbiology,2010,20348305,"Flux Phenotype, ExpDes",,Met Eng,"Legacy data, Prospective experimental validation",Escherichia coli,"KAIST, Daejeon, Korea",,Identify gene amplication targets using metabolic model for lycopene production; experimentally verified,273786600007,13
"Oberhardt, Matthew A.; Goldberg, Joanna B.; Hogardt, Michael; Papin, Jason A.",Metabolic Network Analysis Of Pseudomonas Aeruginosa During Chronic Cystic Fibrosis Lung Infection,Journal Of Bacteriology,2010,20709898,"Flux Phenotype, Essentiality (Global)",Transcriptomics,"Inf Dis, Biomed",,Pseudomonas aeruginosa,"University of Virginia, Charlottesville, Virginia",,Integrate expression data w/Pseudomonas reconstruction during lung infection for different  states; determine metabolic capabilities and essential genes at each state,,13
"Shi, Lanbo; Sohaskey, Charles D; Pfeiffer, Carmen; Datta, Pratik; Parks, Michael; McFadden, Johnjoe; North, Robert J; Gennaro, Maria L",Carbon Flux Rerouting During Mycobacterium Tuberculosis Growth Arrest,Molecular Microbiology,2010,21091505,"Flux Phenotype, Objective Function",,Inf Dis,"Legacy data, Prospective experimental validation",Mycobacterium tuberculosis,"New Jersey Medical School, Newark, New Jersey",x,"Define two objectives for growing and non-growing Mtb; show that flux changes are due to growth changes, not the availability of resources",,12
"Alam, Mohammad T.; Merlo, Maria E.; Hodgson, David A.; Wellington, Elizabeth M. H.; Takano, Eriko; Breitling, Rainer",Metabolic Modeling And Analysis Of The Metabolic Switch In Streptomyces Coelicolor,Bmc Genomics,2010,20338070,"Flux Phenotype, TRN/PPI/ Genetic Int",,Met Eng,"Legacy data, Prospective experimental validation",Streptomyces coelicolor,"University of Groningen, Groningen, Netherlands",,Built recon; predict dFBA changes during switch of growth to antibiotic production; gene expression correlates with flux changes,,12
"Brochado, Ana Rita; Matos, Claudia; Moller, Birger L.; Hansen, Jorgen; Mortensen, Uffe H.; Patil, Kiran Raosaheb",Improved Vanillin Production In Baker'S Yeast Through In Silico Design,Microbial Cell Factories,2010,21059201,"Flux Phenotype, KO (Targeted), Synthetic Biology, ExpDes",,Met Eng,"Legacy data, Prospective experimental validation",Saccharomyces cerevisiae,"European Molecular Biology Laboratory, Heidelberg, Germany",,Use models to in silico design vanillin production in yeast; experimentally verified,,12
"Imielinski, Marcin; Belta, Calin",Deep Epistasis In Human Metabolism,Chaos,2010,,"Essentiality (Global), Systemscale Property",,"Biomed, Basic Science",,Human,"Harvard Medical School, Boston, Massachusetts",,Double KO in Recon 1 and also single KO for cancer (w/fumarase inactivated); deep epistatis between diversely annotated genes,284618000001,12
"Ranganathan, Sridhar; Maranas, Costas D.",Microbial 1-Butanol Production: Identification Of Non-Native Production Routes And In Silico Engineering Interventions,Biotechnology Journal,2010,20665644,"Synthetic Biology, ExpDes",,Met Eng,Legacy data,Escherichia coli,"Pennsylvania State University, University Park, Pennsylvania",,Combine building new pathways and OptForce for predictions of overproduction of 1-butanol,280304600037,12
"Unrean, Pornkamol; Trinh, Cong T.; Srienc, Friedrich",Rational Design And Construction Of An Efficient E. Coli For Production Of Diapolycopendioic Acid,Metabolic Engineering,2010,19944775,"KO (Targeted), Pathway Analaysis",,Met Eng,"Legacy data, Prospective experimental validation",Escherichia coli,"University of Minnesota, St. Paul, Minnesota",,Use EFMs to rationally remove 8 genes to increase carotenoids yield; experimentally verified,,11
"Selvarasu, Suresh; Karimi, Iftekhar A.; Ghim, Ghi-Hoon; Lee, Dong-Yup",Genome-Scale Modeling And In Silico Analysis Of Mouse Cell Metabolic Network,Molecular Biosystems,2010,20024077,"Flux Phenotype, Essentiality (Global), Systemscale Property, Metabolite Phenotype",,Basic Science,Legacy data,Mouse,"National University of Singapore, Singapore",,"Update mouse recon; gene essentiality, metabolic capabilities;  look at role of metabolite essentiality, connectivity, and centrality",,11
"Tepper, Naama; Shlomi, Tomer",Predicting Metabolic Engineering Knockout Strategies For Chemical Production: Accounting For Competing Pathways,Bioinformatics,2010,20031969,"KO (Targeted), ExpDes",,Met Eng,,Escherichia coli,"Technion, Haifa, Israel",,RobustKnock; alternative to OptKnock that also knocks out alternative pathways; better production envelope prediction,272875200018,11
"Zomorrodi, Ali R.; Maranas, Costas D.",Improving The Imm904 S. Cerevisiae Metabolic Model Using Essentiality And Synthetic Lethality Data,Bmc Systems Biology,2010,21190580,"Essentiality (Global), Biological Discovery",,Basic Science,Legacy data,Saccharomyces cerevisiae,"Pennsylvania State University, University Park, Pennsylvania",,Use GrowMatch KO to make 120 model changes in yeast model to build more predictive single/double KO model,274484300012,11
"Deo, Rahul C.; Hunter, Luke; Lewis, Gregory D.; Pare, Guillaume; Vasan, Ramachandran S.; Chasman, Daniel; Wang, Thomas J.; Gerszten, Robert E.; Roth, Frederick P.",Interpreting Metabolomic Profiles Using Unbiased Pathway Models,Plos Computational Biology,2010,,Metabolite Phenotype,Metabolomics,Biomed,,Human,"Harvard Medical School, Boston, Massachusetts",,Integrate metabolomics into network for oral glucose tolerance test for interpretation,2.86436E+11,10
"Salimi, Fahimeh; Zhuang, Kai; Mahadevan, Radhakrishnan",Genome-Scale Metabolic Modeling Of A Clostridial Co-Culture For Consolidated Bioprocessing,Biotechnology Journal,2010,20665645,Flux Phenotype,,Met Eng,Legacy data,"Multicellular (Clostridium acetobutylicum, Clostridium cellulolyticum)","University of Toronto, Toronto, Ontario, Canada",,Built recon and co-culture dFBA; dFBA matches chemostat growth and byproduct secretion; cannot predict growth arrest at high cellulose concentrations,275260000012,10
"Taymaz-Nikerel, Hilal; Borujeni, Amin Espah; Verheijen, Peter J. T.; Heijnen, Joseph J.; van Gulik, Walter M.",Genome-Derived Minimal Metabolic Models For Escherichia Coil Mg1655 With Estimated In Vivo Respiratory Atp Stoichiometry,Biotechnology And Bioengineering,2010,20506321,Flux Phenotype,,Basic Science,,Escherichia coli,"Delft University of Technology, Delft, Netherlands",,"Update ATP stoichiometry and biomass based on experiments, better flux predictions in E. coli",280622500009,10
"Bartek, Tobias; Blombach, Bastian; Zoennchen, Enrico; Makus, Pia; Lang, Siegmund; Eikmanns, Bernhard J.; Oldiges, Marco",Importance Of Nadph Supply For Improved L-Valine Formation In Corynebacterium Glutamicum,Biotechnology Progress,2010,20014412,"KO (Targeted), Pathway Analaysis",,Met Eng,"Legacy data, Prospective experimental validation",Corynebacterium glutamicum,"Forschungszentrum Ju?lich, Ju?lich, Germany",,Studied yields of EFMs of valine production specifically lookinig at NADPH regeneration; deleted PGI as its yield is low; experimentally validated,281857500017,9
"Thiele, Ines; Fleming, Ronan M. T.; Bordbar, Aarash; Schellenberger, Jan; Palsson, Bernhard O.",Functional Characterization Of Alternate Optimal Solutions Of Escherichia Coli'S Transcriptional And Translational Machinery,Biophysical Journal,2010,20483314,"Flux Phenotype, Other Phenotype, Systemscale Property",,Basic Science,,Escherichia coli,"University of California San Diego, La Jolla, California",,Coupling constraints introduced for dependency of protein synthesis and utilization; alternate optimal solutiosn of max ribosome has a low degree of redundancy and 92% of essential genes are expressed; energy currency dominates network,,9
"Antonia Molina-Henares, M.; de la Torre, Jesus; Garcia-Salamanca, Adela; Jesus Molina-Henares, A.; Carmen Herrera, M.; Ramos, Juan L.; Duque, Estrella",Identification Of Conditionally Essential Genes For Growth Of Pseudomonas Putida Kt2440 On Minimal Medium Through The Screening Of A Genome-Wide Mutant Library,Environmental Microbiology,2010,20158506,"Essentiality (Global), ExpDes",,Basic Science,"Legacy data, Prospective experimental validation",Pseudomonas putida,"Estacio?n Experimental del Zaidi?n, Granada, Spain",,Used gene essentiality to hone experiments and determine auxotrophies of P. putida,,9
