Authors,Title,Journal,Year,PMID/filename,UT,Great papers,Short Description,Flux Phenotype,Essentiality (Global),KO (Targeted),Other Phenotype,Thermodynamics,Objective Function,Systemscale Property,Metabolite Phenotype,TRN/PPI/ Genetic Int,Synthetic Biology,Biological Discovery,ExpDes,Pathway Analaysis,Data Input?,Type of Data?,Met Eng,Inf Dis,Env,Biomed,Basic Science,Exp Conf?,New Exp?,Organism,Last Author,Location,Total Citations,Citations in first 2 years,
"Uygun, Korkut; Matthew, Howard W. T.; Huang, Yinlun",Investigation of metabolic objectives in cultured hepatocytes,BIOTECHNOLOGY AND BIOENGINEERING,2007,17058287,2.46E+11,,"Use MFA to determine OF of the cell; cultured hepatocytes maximize oxygen uptake, couple urea and TCA cycles, synthesize serine/urea",x,,,,,x,,,,,,,,x,Fluxomics,,,,,x,,,rat (hepatocyte),Huang,"Wayne State University, Detroit, Michigan",13,,
"Barrett, CL; Price, ND; Palsson, BO",Network-level analysis of metabolic regulation in the human red blood cell using random sampling and singular value decomposition,BMC BIOINFORMATICS,2006,16533395,,,Use sampling and SVD of RBC to look at large scale properties of cell; similar to SVD of P,x,,,,,,x,,,,,,,,,,,,,x,,,human (rbc),Palsson,"University of California San Diego, La Jolla, California",13,,
"Bilu, Yonatan; Shlomi, Tomer; Barkai, Naama; Ruppin, Eytan",Conservation of expression and sequence of metabolic genes is reflected by activity across metabolic states,PLOS COMPUTATIONAL BIOLOGY,2006,16933982,2.40E+11,,Correlate flux distributions with gene experssion and sequence; big range of flux levels have divergent experssion levels suggesting gene regulation diverged in those parts of network that are less constrained; genes always active have conserved se quences,,,,,,,x,,,,,,,,,,,,,x,,,Saccharomyces cerevisiae,Ruppin,"Tel Aviv University, Tel Aviv, Israel",13,,
"Saha, Rajib; Suthers, Patrick F.; Maranas, Costas D.",Zea mays iRS1563: A Comprehensive Genome-Scale Metabolic Reconstruction of Maize Metabolism,PLOS ONE,2011,,2.93E+11,,"Built recon; determined flux states under photosynthesis, photorespiration, and respiration; also look at naturally occurring mutans",x,,x,,,,,,,,,,,,,,,,,x,,,Zea mays,Maranas,"Pennsylvania State University, University Park, Pennsylvania",12,,
"Shi, Lanbo; Sohaskey, Charles D; Pfeiffer, Carmen; Datta, Pratik; Parks, Michael; McFadden, Johnjoe; North, Robert J; Gennaro, Maria L",Carbon flux rerouting during Mycobacterium tuberculosis growth arrest,MOLECULAR MICROBIOLOGY,2010,21091505,,x,"Define two objectives for growing and non-growing Mtb; show that flux changes are due to growth changes, not the availability of resources",x,,,,,x,,,,,,,,,,,x,,,,x,x,Mycobacterium tuberculosis,Gennaro,"New Jersey Medical School, Newark, New Jersey",12,,
"Alam, Mohammad T.; Merlo, Maria E.; Hodgson, David A.; Wellington, Elizabeth M. H.; Takano, Eriko; Breitling, Rainer",Metabolic modeling and analysis of the metabolic switch in Streptomyces coelicolor,BMC GENOMICS,2010,20338070,,,Built recon; predict dFBA changes during switch of growth to antibiotic production; gene expression correlates with flux changes,x,,,,,,,,x,,,,,,,x,,,,,x,x,Streptomyces coelicolor ,Breitling,"University of Groningen, Groningen, Netherlands",12,,
"Brochado, Ana Rita; Matos, Claudia; Moller, Birger L.; Hansen, Jorgen; Mortensen, Uffe H.; Patil, Kiran Raosaheb",Improved vanillin production in baker's yeast through in silico design,MICROBIAL CELL FACTORIES,2010,21059201,2.85E+11,,Use models to in silico design vanillin production in yeast; experimentally verified,x,,x,,,,,,,x,,x,,,,x,,,,,x,x,Saccharomyces cerevisiae,Patil,"European Molecular Biology Laboratory, Heidelberg, Germany",12,,
"Imielinski, Marcin; Belta, Calin",Deep epistasis in human metabolism,CHAOS,2010,,2.80E+11,,Double KO in Recon 1 and also single KO for cancer (w/fumarase inactivated); deep epistatis between diversely annotated genes,,x,,,,,x,,,,,,,,,,,,x,x,,,human,Belta,"Harvard Medical School, Boston, Massachusetts",12,,
"Ranganathan, Sridhar; Maranas, Costas D.",Microbial 1-butanol production: Identification of non-native production routes and in silico engineering interventions,BIOTECHNOLOGY JOURNAL,2010,20665644,,,Combine building new pathways and OptForce for predictions of overproduction of 1-butanol,,,,,,,,,,x,,x,,,,x,,,,,x,,Escherichia coli,Maranas,"Pennsylvania State University, University Park, Pennsylvania",12,,
"Roberts, Seth B.; Robichaux, Jennifer L.; Chavali, Arvind K.; Manque, Patricio A.; Lee, Vladimir; Lara, Ana M.; Papin, Jason A.; Buck, Gregory A.",Proteomic and network analysis characterize stage-specific metabolism in Trypanosoma cruzi,BMC SYSTEMS BIOLOGY,2009,19445715,2.68E+11,,"Built recon; determine flux capabilities, gene essentiality, compare products to experimental evidence",x,x,,,,,,,,,,,,,,,x,,,,x,,Trypanosoma cruzi,Buck,"Virginia Commonwealth University, Richmond, Virginia",12,,
"Zhao, Quanyu; Kurata, Hiroyuki",Genetic modification of flux for flux prediction of mutants,BIOINFORMATICS,2009,19468056,2.67E+11,,EFM based method to predict fluxes in KO mutants and under/over expressed states,x,,x,,,,,,,,,,x,,,,,,,x,x,,"Escherichia coli, Saccharomyces cerevisiae, Corynebacterium glutamicum",Kurata,"Kyushu Institute of Technology, Fukuoka, Japan",12,,
"Zhao, Quanyu; Kurata, Hiroyuki",Maximum entropy decomposition of flux distribution at steady state to elementary modes,JOURNAL OF BIOSCIENCE AND BIOENGINEERING,2009,19147116,2.64E+11,,Combine EFMs with max entropy principle when no objective is available; best matches data for different fluxes in different recons,x,,x,,x,,,,,,,,x,,,,,,,x,x,,"CHO, Escherichia coli, Saccharomyces cerevisiae",Kurata,"Kyushu Institute of Technology, Fukuoka, Japan",12,,
"Song, Hyun-Seob; Morgan, John A.; Ramkrishna, Doraiswami",Systematic Development of Hybrid Cybernetic Models: Application to Recombinant Yeast Co-Consuming Glucose and Xylose,BIOTECHNOLOGY AND BIOENGINEERING,2009,19449391,2.68E+11,,Combine cybernetic and EFMs for intracellular flux prediction of yeast; experimentally validated to outpredict dFBA and others,x,,,,,,,,,,,,x,,,,,,,x,x,,Saccharomyces cerevisiae,Ramkrishna,"Purdue University, West Lafayette, Indiana",12,,
"Bushell, Michael E.; Sequeira, Susana I. P.; Khannapho, Chiraphan; Zhao, Hongjuan; Chater, Keith F.; Butler, Michael J.; Kierzek, Andrzej M.; Avignone-Rossa, Claudio A.",The use of genome scale metabolic flux variability analysis for process feed formulation based on an investigation of the effects of the zwf mutation on antibiotic production in Streptomyces coelicolor,ENZYME AND MICROBIAL TECHNOLOGY,2006,,2.40E+11,,Used uptake rates from fermentation to determine FVA; glutamate synthesis pathways were largely changed which was experimentally tested by adding glutamate to media,x,,,,,,,,,,,,,,,,x,,,,x,x,Streptomyces coelicolor,Avignone-Rossa,"University of Surrey, Surrey, UK",12,,
"Vijayasankaran, N; Carlson, R; Srienc, F",Metabolic pathway structures for recombinant protein synthesis in Escherichia coli,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,2005,15739064,,,"Use EFMS for recombinant protein production in E coli, AA composition is key for pathways, determine which genes to remove as they are not necessary",,,,,,,,,,,,x,x,,,,,,,x,,,Escherichia coli,Srienc,"University of Minnesota, St Paul, Minnesota",12,,
"Schuster, S; Kenanov, D",Adenine and adenosine salvage pathways in erythrocytes and the role of S-adenosylhomocysteine hydrolase - A theoretical study using elementary flux modes,FEBS JOURNAL,2005,16218958,2.32E+11,,EFM analysis of RBCs and enzymopathies,,,x,,,,,,,,,,x,,,,,,x,,,,human (red cell),Schuster,"Friedrich Schiller University Jena, Jena, Germany",12,,
"Holzhutter, S; Holzhutter, HG",Computational design of reduced metabolic networks,CHEMBIOCHEM,2004,15457535,2.24E+11,,Reduce model without compromising OF functionality; systems are quite robust,,,,,,,x,,,,,,,,,,,,,x,,,"human (rbc), Methylobacterium extorquens",Holzhutter,"Humboldt-University, Berlin, Germany",12,,
"Oberhardt, Matthew A.; Puchalka, Jacek; dos Santos, Vitor A. P. Martins; Papin, Jason A.",Reconciliation of Genome-Scale Metabolic Reconstructions for Comparative Systems Analysis,PLOS COMPUTATIONAL BIOLOGY,2011,,2.89E+11,,Systematized reconciliation method of different recons; validate using phenotypic screens and gene essentiality; also metabolic capabilities,x,x,,,,,,,,,,,,,,,,,,x,x,,"Pseudomonas putida, Pseudomonas aeruginosa",Papin,"University of Virginia, Charlottesville, Virginia",11,,
"Tepper, Naama; Shlomi, Tomer",Computational Design of Auxotrophy-Dependent Microbial Biosensors for Combinatorial Metabolic Engineering Experiments,PLOS ONE,2011,21283695,2.87E+11,,Predict genetic engineering approaches to link production with auxotrophies for easy selection; examples are shown,,,x,,,,,,,x,,x,,,,x,,,,,,,Escherichia coli,Shlomi,"Technion, Haifa, Israel",11,,
"Zhuang, Kai; Vemuri, Goutham N.; Mahadevan, Radhakrishnan",Economics of membrane occupancy and respiro-fermentation,MOLECULAR SYSTEMS BIOLOGY,2011,21694717,2.92E+11,,Incorporate membrane occupancy constraint on FBA; better predictions for respirofermentation; bacteria potentially manage membrane to maintian optimal ATP production by switching between oxidative and substrate level phosphorylation,x,,,,,,x,,,,,,,,,,,,,x,x,,Escherichia coli,Mahadevan,"University of Toronto, Toronto, Ontario, Canada",11,,
"Unrean, Pornkamol; Trinh, Cong T.; Srienc, Friedrich",Rational design and construction of an efficient E. coli for production of diapolycopendioic acid,METABOLIC ENGINEERING,2010,19944775,,,Use EFMs to rationally remove 8 genes to increase carotenoids yield; experimentally verified,,,x,,,,,,,,,,x,,,x,,,,,x,x,Escherichia coli,Srienc,"University of Minnesota, St Paul, Minnesota",11,,
"Selvarasu, Suresh; Karimi, Iftekhar A.; Ghim, Ghi-Hoon; Lee, Dong-Yup",Genome-scale modeling and in silico analysis of mouse cell metabolic network,MOLECULAR BIOSYSTEMS,2010,20024077,2.73E+11,,"Update mouse recon; gene essentiality, metabolic capabilities;  look at role of metabolite essentiality, connectivity, and centrality",x,x,,,,,x,x,,,,,,,,,,,,x,x,,mouse,Lee,"National University of Singapore, Singapore",11,,
"Tepper, Naama; Shlomi, Tomer",Predicting metabolic engineering knockout strategies for chemical production: accounting for competing pathways,BIOINFORMATICS,2010,20031969,2.74E+11,,RobustKnock; alternative to OptKnock that also knocks out alternative pathways; better production envelope prediction,,,x,,,,,,,,,x,,,,x,,,,,,,Escherichia coli,Shlomi,"Technion, Haifa, Israel",11,,
"Zomorrodi, Ali R.; Maranas, Costas D.",Improving the iMM904 S. cerevisiae metabolic model using essentiality and synthetic lethality data,BMC SYSTEMS BIOLOGY,2010,21190580,2.86E+11,,Use GrowMatch KO to make 120 model changes in yeast model to build more predictive single/double KO model,,x,,,,,,,,,x,,,,,,,,,x,x,,Saccharomyces cerevisiae,Maranas,"Pennsylvania State University, University Park, Pennsylvania",11,,
"Feala, Jacob D.; Coquin, Laurence; Zhou, Dan; Haddad, Gabriel G.; Paternostro, Giovanni; McCulloch, Andrew D.",Metabolism as means for hypoxia adaptation: metabolic profiling and flux balance analysis,BMC SYSTEMS BIOLOGY,2009,19740440,2.71E+11,,"Use metabolomics on flies (new and adapted) for hypoxia; constrained FBA mode; adapted flies produced more ATP per glucose and fewer protons, lower pyruvate carboxylase flux",x,,,,,,,,,,,,,x,Exometabolomics,,,,,x,,,Drosophila melanogaster,McCulloch,"University of California San Diego, La Jolla, California",11,,
"Kun, Adam; Papp, Balazs; Szathmary, Eors",Computational identification of obligatorily autocatalytic replicators embedded in metabolic networks,GENOME BIOLOGY,2008,18331628,2.55E+11,,Identify obligatory autocatalytic metabolites in networks including ATP,,,,,,,x,x,,,,,,,,,,,,X,,,several,Szathmary,"Eotvos University, Budapest, Hungary",11,,
"Moon, Soo Yun; Hong, Soon Ho; Kim, Tae Yong; Lee, Sang Yup",Metabolic engineering of Escherichia coli for the production of malic acid,BIOCHEMICAL ENGINEERING JOURNAL,2008,,2.57E+11,,"For malic acid production, predicted increased PEP carboxylase flux would be beneficial; cloned in and experimentally verified",x,,,,,,,,,x,,x,,,,x,,,,,x,x,Escherichia coli,Lee,"KAIST, Daejeon, Korea",11,,
"Shlomi, Tomer; Herrgard, Markus; Portnoy, Vasiliy; Naim, Efrat; Palsson, Bernhard O.; Sharan, Roded; Ruppin, Eytan",Systematic condition-dependent annotation of metabolic genes,GENOME RESEARCH,2007,17895423,,x,Use yeast model under different conditions (env/genes) to annotate genes better than GO,,,,,,,x,,,,x,,,,,,,,,x,x,x,Saccharomyces cerevisiae,Ruppin,"Tel Aviv University, Tel Aviv, Israel",11,,
"Vo, Thuy D.; Lee, W. N. Paul; Palsson, Pernhard O.",Systems analysis of energy metabolism elucidates the affected respiratory chain complex in Leigh's syndrome,MOLECULAR GENETICS AND METABOLISM,2007,17336115,,,Integrate C13 data for Leighs syndrome; changes in flux phenotype; mutations causing effect in pathology likely to be succinate cytochrome c,x,,,,,,,,,,,,,x,Fluxomics,,,,x,,x,,human (fibroblast),Palsson,"University of California San Diego, La Jolla, California",11,,
"Gayen, Kalyan; Venkatesh, K. V.",Analysis of optimal phenotypic space using elementary modes as applied to Corynebacterium glutamicum,BMC BIOINFORMATICS,2006,17038164,2.41E+11,,"Calculate EFMs, use uptake data to predict different production rates; ",x,,,,,,,,,,,,x,,,x,,,,,x,,Corynebacterium glutamicum,Venkatesh,"Indian Institute of Technology, Mumbia, India",11,,
"Van Dien, Stephen J.; Iwatani, Shintaro; Usuda, Yoshihiro; Matsui, Kazuhiko",Theoretical analysis of amino acid-producing Escherichia coli using a stoichiometric model and multivariate linear regression,JOURNAL OF BIOSCIENCE AND BIOENGINEERING,2006,16952834,2.40E+11,,Use sampling to determine which areas of metabolism to change to increase AA production; increased activity of glyoxylate cycle or PEP carboxylase and elimination of malic enzyme should increase lysine and arginine synthesis,x,,,,,,,,,,,x,x,,,x,,,,,,,Escherichia coli,Matsui,"Ajinomoto Company, Kawasaki, Japan",11,,
"Park, Jin Hwan; Kim, Tae Yong; Lee, Kwang Ho; Lee, Sang Yup",Fed-Batch Culture of Escherichia coli for L-Valine Production Based on In Silico Flux Response Analysis,BIOTECHNOLOGY AND BIOENGINEERING,2011,21404266,,,Further refine genetic strain using in silico analysis,x,,x,,,,,,,,,x,,,,x,,,,,x,x,Escherichia coli,Lee,"KAIST, Daejeon, Korea",10,,
"Deo, Rahul C.; Hunter, Luke; Lewis, Gregory D.; Pare, Guillaume; Vasan, Ramachandran S.; Chasman, Daniel; Wang, Thomas J.; Gerszten, Robert E.; Roth, Frederick P.",Interpreting Metabolomic Profiles using Unbiased Pathway Models,PLOS COMPUTATIONAL BIOLOGY,2010,,2.75E+11,,Integrate metabolomics into network for oral glucose tolerance test for interpretation,,,,,,,,x,,,,,,x,Metabolomics,,,,x,,,,human,Roth,"Harvard Medical School, Boston, Massachusetts",10,,
"Salimi, Fahimeh; Zhuang, Kai; Mahadevan, Radhakrishnan",Genome-scale metabolic modeling of a clostridial co-culture for consolidated bioprocessing,BIOTECHNOLOGY JOURNAL,2010,20665645,2.81E+11,,Built recon and co-culture dFBA; dFBA matches chemostat growth and byproduct secretion; cannot predict growth arrest at high cellulose concentrations,x,,,,,,,,,,,,,,,x,,,,,x,,"Clostridium acetobutylicum, Clostridium cellulolyticum",Mahadevan,"University of Toronto, Toronto, Ontario, Canada",10,,
"Taymaz-Nikerel, Hilal; Borujeni, Amin Espah; Verheijen, Peter J. T.; Heijnen, Joseph J.; van Gulik, Walter M.",Genome-Derived Minimal Metabolic Models for Escherichia coil MG1655 With Estimated In Vivo Respiratory ATP Stoichiometry,BIOTECHNOLOGY AND BIOENGINEERING,2010,20506321,2.82E+11,,"Update ATP stoichiometry and biomass based on experiments, better flux predictions in E. coli",x,,,,,,,,,,,,,,,,,,,x,,,Escherichia coli,van Gulik,"Delft University of Technology, Delft, Netherlands",10,,
"Mintz-Oron, Shira; Aharoni, Asaph; Ruppin, Eytan; Shlomi, Tomer",Network-based prediction of metabolic enzymes' subcellular localization,BIOINFORMATICS,2009,19477995,,,Enzyme localization inferred by metabolic networks; better than current techniques,,,,x,,,,,,,,,,,,,,,,x,x,,Saccharomyces cerevisiae,Shlomi,"Technion, Haifa, Israel",10,,
"Selvarasu, Suresh; Ow, Dave Siak-Wei; Lee, Sang Yup; Lee, May May; Oh, Steve Kah-Weng; Karimi, Iftekhar A.; Lee, Dong-Yup",Characterizing Escherichia coli DH5 alpha Growth and Metabolism in a Complex Medium Using Genome-Scale Flux Analysis,BIOTECHNOLOGY AND BIOENGINEERING,2009,18853410,2.63E+11,,Used calculated uptakes to determine uses of AA; cell uses AA to preserve the energy needed to produce them,x,,,,,,,,,,,,,x,Uptakes,x,,,,x,,,Escherichia coli,Lee,"National University of Singapore, Singapore",10,,
"Selvarasu, Suresh; Wong, Victor V. T.; Karimi, Iftekhar A.; Lee, Dong-Yup",Elucidation of Metabolism in Hybridoma Cells Grown in Fed-Batch Culture by Genome-Scale Modeling,BIOTECHNOLOGY AND BIOENGINEERING,2009,19048615,2.64E+11,,Flux phenotype predictions and growth rate consistent with experiments,x,,,,,,,,,,,,,x,Uptakes,x,,,,,x,x,mouse hybridoma,Lee,"National University of Singapore, Singapore",10,,
"Baart, Gino J. E.; Willemsen, Marieke; Khatami, Elnaz; de Haan, Alex; Zomer, Bert; Beuvery, E. Coen; Tramper, Johannes; Martens, Dirk E.",Modeling Neisseria meningitidis B Metabolism at Different Specific Growth Rates,BIOTECHNOLOGY AND BIOENGINEERING,2008,18942773,2.61E+11,,Calculate flux phenotype at various growth rates; estimate GAM and NGAM,x,,,,,,,,,,,,,x,Uptakes,,x,,,,,,Neisseria meningitidis,Martens,"Wageningen University, Wageningen, Netherlands",10,,
"Cakir, Tunahan; Alsan, Selma; Saybasili, Hale; Akin, Ata; Ulgen, Kutlu O.",Reconstruction and flux analysis of coupling between metabolic pathways of astrocytes and neurons: application to cerebral hypoxia,THEORETICAL BIOLOGY AND MEDICAL MODELLING,2007,18070347,2.08E+11,,Astrocyte and neuron model; flux phenotype under normal validated by legacy data; use MOMA to simulate hypoxia,x,,x,,,,,,,,,,,,,,,,x,,x,,human (neuron and astrocyte),Ulgen,"Bogazici University, Bebek-Istanbul, Turkey",10,,
"Karr, Jonathan R.; Sanghvi, Jayodita C.; Macklin, Derek N.; Gutschow, Miriam V.; Jacobs, Jared M.; Bolival, Benjamin; Assad-Garcia, Nacyra, Jr.; Glass, John I.; Covert, Markus W.",A Whole-Cell Computational Model Predicts Phenotype from Genotype,CELL,2012,22817898,3.07E+11,x,"FBA a module in a larger ""whole cell"" model; complete Kos and estimate refine kcats",,x,,,,,,,,,,,,,,,,,,x,x,x,Mycoplasma genitalium,Covert,"Stanford University, Stanford, California",9,,
"Wessely, Frank; Bartl, Martin; Guthke, Reinhard; Li, Pu; Schuster, Stefan; Kaleta, Christoph",Optimal regulatory strategies for metabolic pathways in Escherichia coli depending on protein costs,MOLECULAR SYSTEMS BIOLOGY,2011,21772263,2.93E+11,x,Use EFPs to show coregulation properties; dFBA show transcriptional regulation reflects protein investment into pathways; high protein cost pathways are fine tune controlled while low protein cost are regulated in only a few areas,,,,,,,x,,x,,,,x,,,,,,,x,x,,Escherichia coli,Kaleta,"Friedrich Schiller University Jena, Jena, Germany",9,,
"Bartek, Tobias; Blombach, Bastian; Zoennchen, Enrico; Makus, Pia; Lang, Siegmund; Eikmanns, Bernhard J.; Oldiges, Marco",Importance of NADPH Supply for Improved L-Valine Formation in Corynebacterium glutamicum,BIOTECHNOLOGY PROGRESS,2010,20014412,,,Studied yields of EFMs of valine production specifically lookinig at NADPH regeneration; deleted PGI as its yield is low; experimentally validated,,,x,,,,,,,,,,x,,,x,,,,,x,x,Corynebacterium glutamicum,Oldiges,"Forschungszentrum Ju_lich, Ju_lich, Germany",9,,
"Thiele, Ines; Fleming, Ronan M. T.; Bordbar, Aarash; Schellenberger, Jan; Palsson, Bernhard O.",Functional Characterization of Alternate Optimal Solutions of Escherichia coli's Transcriptional and Translational Machinery,BIOPHYSICAL JOURNAL,2010,20483314,,,Coupling constraints introduced for dependency of protein synthesis and utilization; alternate optimal solutiosn of max ribosome has a low degree of redundancy and 92% of essential genes are expressed; energy currency dominates network,x,,,x,,,x,,,,,,,,,,,,,x,,,Escherichia coli,Palsson,"University of California San Diego, La Jolla, California",9,,
"Antonia Molina-Henares, M.; de la Torre, Jesus; Garcia-Salamanca, Adela; Jesus Molina-Henares, A.; Carmen Herrera, M.; Ramos, Juan L.; Duque, Estrella",Identification of conditionally essential genes for growth of Pseudomonas putida KT2440 on minimal medium through the screening of a genome-wide mutant library,ENVIRONMENTAL MICROBIOLOGY,2010,20158506,2.78E+11,,Used gene essentiality to hone experiments and determine auxotrophies of P. putida,,x,,,,,,,,,,x,,,,,,,,x,x,x,Pseudomonas putida,Estrella Duque,"Estacio_n Experimental del Zaidi_n, Granada, Spain",9,,
"Barua, Dipak; Kim, Joonhoon; Reed, Jennifer L.",An Automated Phenotype-Driven Approach (GeneForce) for Refining Metabolic and Regulatory Models,PLOS COMPUTATIONAL BIOLOGY,2010,,2.84E+11,x,GeneForce; corrects incorrect regulatory rules and GPRs in integrated models,,,,,,,,,x,,x,x,,,,,,,,x,x,x,"Escherichia coli, Salmonella typhimurium",Reed,"University of Wisconsin, Madison, Wisconsin",9,,
"Boghigian, Brett A.; Shi, Hai; Lee, Kyongbum; Pfeifer, Blaine A.","Utilizing elementary mode analysis, pathway thermodynamics, and a genetic algorithm for metabolic flux determination and optimal metabolic network design",BMC SYSTEMS BIOLOGY,2010,20416071,2.79E+11,,Use EFMs (thermodynamically based ones) to predict KOs for improved product formation; matches previous experimental strategies,,,x,,,,,,,,,,x,,,x,,,,,x,,Escherichia coli,Pfeifer,"Tufts University, Medford, Massachusetts",9,,
"Sohn, Seung Bum; Graf, Alexandra B.; Kim, Toe Yong; Gasser, Brigitte; Maurer, Michael; Ferrer, Pau; Mattanovich, Diethard; Lee, Sang Yup",Genome-scale metabolic model of methylotrophic yeast Pichia pastoris and its use for in silico analysis of heterologous protein production,BIOTECHNOLOGY JOURNAL,2010,20503221,,,Built recon; study impact of oxygen limitation on protein production; compare max AA production vs. yeast; compute essentiality and metabolic capabilities,x,x,,,,,,,,,,,,x,Uptakes,x,,,,,x,,Pichia pastoris,Lee,"KAIST, Daejeon, Korea",9,,
"Li, Limin; Zhou, Xiaobo; Ching, Wai-Ki; Wang, Ping",Predicting enzyme targets for cancer drugs by profiling human Metabolic reactions in NCI-60 cell lines,BMC BIOINFORMATICS,2010,Li_20932284,,,Use correlation of fluxes to determine related reactiosn that could be useful for drug targets in cancer,x,,,,,,x,,,,,,,,,,,,x,,,,human,Wang,"Weill Cornell Medical College, Houston, Texas",9,,
"Oddone, Gian M.; Mills, David A.; Block, David E.","A dynamic, genome-scale flux model of Lactococcus lactis to increase specific recombinant protein expression",METABOLIC ENGINEERING,2009,19666133,2.72E+11,,Use dFBA to predict gene targets for overexpression of GFP; two straints tested in vivo and experimentally validated,x,,x,,,,,,,,,x,,,,x,,,,,x,x,Lactococcus lactis,Block,"University of California Davis, Davis, California",9,,
"Pachkov, Mikhail; Dandekar, Thomas; Korbel, Jan; Bork, Peer; Schuster, Stefan",Use of pathway analysis and genome context methods for functional genomics of Mycoplasma pneumoniae nucleotide metabolism,GENE,2007,17467928,2.48E+11,,Use EFMs for minimal enzyme requirements and minimal media requiremenst,,,,,,,,,,,x,,x,,,,x,,,,,,Mycoplasma pneumoniae (nucleotide metabolism),Schuster,"Friedrich Schiller University Jena, Jena, Germany",9,,
"Zheng, Zhi-Yong; Lee, An Woo; Zhan, Xiao Bei; Shi, Zhongping; Wang, Lei; Zhu, Li; Wu, Jian-Rong; Lin, Chi Chung",Effect of metabolic structures and energy requirements on curdlan production by Alcaligenes faecalis,BIOTECHNOLOGY AND BIOPROCESS ENGINEERING,2007,,2.49E+11,,Curdlan yield predictions; energy efficiency more important than substrate supply,x,,,,,,,,,,,,,,,x,,,,,,,Alcaligenes faecalis,Lin,"Southern Yangtze University, Wuxi, China",9,,
"Zomorrodi, Ali R.; Maranas, Costas D.",OptCom: A Multi-Level Optimization Framework for the Metabolic Modeling and Analysis of Microbial Communities,PLOS COMPUTATIONAL BIOLOGY,2012,,3.01E+11,,Multi-microbe modeling platform; flux predictions match experimental data,x,,,,,,,,,,,,,,,,,x,,,x,,Community,Maranas,"Pennsylvania State University, University Park, Pennsylvania",8,,
"Orth, Jeffrey D.; Conrad, Tom M.; Na, Jessica; Lerman, Joshua A.; Nam, Hojung; Feist, Adam M.; Palsson, Bernhard O.",A comprehensive genome-scale reconstruction of Escherichia coli metabolism-2011,MOLECULAR SYSTEMS BIOLOGY,2011,21988831,,,Updated Ecoli recon; determine metabolic capabilities and gene essentiality against iAF1260,x,x,,,,,,,,,,,,,,,,,,x,x,,Escherichia coli,Palsson,"University of California San Diego, La Jolla, California",8,,
"Bekaert, Michael; Edger, Patrick P.; Pires, J. Chris; Conant, Gavin C.",Two-Phase Resolution of Polyploidy in the Arabidopsis Metabolic Network Gives Rise to Relative and Absolute Dosage Constraints,PLANT CELL,2011,21540436,2.92E+11,,Study properties of whole-genome duplication in context of metabolic model (high flux),,,,,,,x,,,,,,,,,,,x,,x,,,Arabidopsis thaliana,Conant,"University of Missouri, Columbia, Missouri",8,,
"Bordel, Sergio; Agren, Rasmus; Nielsen, Jens",Sampling the Solution Space in Genome-Scale Metabolic Networks Reveals Transcriptional Regulation in Key Enzymes,PLOS COMPUTATIONAL BIOLOGY,2010,,2.81E+11,,Calculate flux changes using sampling across conditions; compare to expression data; checked enrichment of TFs; look at KO strains too,x,,x,,,,,,x,,,,,,,,,,,x,x,,Saccharomyces cerevisiae,Nielsen,"Chalmers University, Gothenburg, Sweden",8,,
"Huthmacher, Carola; Hoppe, Andreas; Bulik, Sascha; Holzhutter, Hermann-Georg",Antimalarial drug targets in Plasmodium falciparum predicted by stage-specific metabolic network analysis,BMC SYSTEMS BIOLOGY,2010,20807400,2.82E+11,,Host pathogen model of RBC and plasmodium; integrate expression data; predict uptake of plasmodium through RBC; gene essentiality analysis for drug targets,x,x,,,,,,,,,,,,,,,x,,,,,,Plasmodium falciparum,Holzhutter,"Charite Universitatsmedizin Berlin, Berlin, Gemany",8,,
"Tyo, Keith E. J.; Fischer, Curt R.; Simeon, Fritz; Stephanopoulos, Gregory",Analysis of polyhydroxybutyrate flux limitations by systematic genetic and metabolic perturbations,METABOLIC ENGINEERING,2010,19879956,2.77E+11,,Calculate production envelope of PHB in E. coli,x,,,,,,,,,,,,,,,x,,,,,,,Escherichia coli,Stephanopoulos,"MIT, Cambridge, Massachusetts",8,,
"Sohn, Seung Bum; Kim, Tae Yong; Park, Jong Myoung; Lee, Sang Yup","In silico genome-scale metabolic analysis of Pseudomonas putida KT2440 for polyhydroxyalkanoate synthesis, degradation of aromatics and anaerobic survival",BIOTECHNOLOGY JOURNAL,2010,20540110,2.81E+11,,Built Recon; determined metabolic capabilities; ,x,,,,,,,,,,,,,,,x,,,,,x,,Pseudomonas putida,Lee,"KAIST, Daejeon, Korea",8,,
"Tang, Yinjie J.; Sapra, Rajat; Joyner, Dominique; Hazen, Terry C.; Myers, Samuel; Reichmuth, David; Blanch, Harvey; Keasling, Jay D.",Analysis of Metabolic Pathways and Fluxes in a Newly Discovered Thermophilic and Ethanol-Tolerant Geobacillus Strain,BIOTECHNOLOGY AND BIOENGINEERING,2009,19016470,2.64E+11,,PhPP of lactate and acetate for max ethanol yield; those productions should be modified for high ethanol production,x,,,,,,,,,,,,,,,x,,,,,,,Geobacillus thermoglucosidasius,Keasling,"University of California, Berkeley, California",8,,
